V_ID,birth,death,persistence
V_2675,684,686,3
V_2676,684,687,4
V_2677,684,687,4
V_2678,684,713,30
V_2679,684,685,2
V_2680,684,685,2
V_2681,685,699,15
V_2682,685,689,5
V_2683,685,814,130
V_2684,685,705,21
V_2685,685,692,8
V_2686,685,688,4
V_2687,685,814,130
V_2688,685,702,18
V_2689,685,814,130
V_2690,685,695,11
V_2691,685,805,121
V_2692,685,685,1
V_2693,685,690,6
V_2694,685,702,18
V_2695,685,696,12
V_2696,686,736,51
V_2697,686,814,129
V_2698,686,700,15
V_2699,686,691,6
V_2700,686,687,2
V_2701,686,687,2
V_2702,686,695,10
V_2703,686,692,7
V_2704,686,692,7
V_2705,686,693,8
V_2706,686,693,8
V_2707,686,814,129
V_2708,686,814,129
V_2709,686,686,1
V_2710,686,690,5
V_2711,686,697,12
V_2712,686,695,10
V_2713,686,695,10
V_2714,686,728,43
V_2715,686,703,18
V_2716,687,814,128
V_2717,687,687,1
V_2718,687,693,7
V_2719,687,696,10
V_2720,687,688,2
V_2721,687,699,13
V_2722,687,687,1
V_2723,687,702,16
V_2724,687,814,128
V_2725,687,687,1
V_2726,687,695,9
V_2727,687,814,128
V_2728,687,689,3
V_2729,687,814,128
V_2730,687,692,6
V_2731,687,693,7
V_2732,687,689,3
V_2733,687,814,128
V_2734,688,814,127
V_2735,688,693,6
V_2736,688,814,127
V_2737,688,718,31
V_2738,688,814,127
V_2739,688,692,5
V_2740,688,814,127
V_2741,688,711,24
V_2742,688,694,7
V_2743,688,814,127
V_2744,688,688,1
V_2745,688,699,12
V_2746,688,814,127
V_2747,689,694,6
V_2748,689,698,10
V_2749,689,692,4
V_2750,689,814,126
V_2751,689,814,126
V_2753,689,704,16
V_2754,689,814,126
V_2755,689,694,6
V_2756,689,698,10
V_2757,689,706,18
V_2758,690,702,13
V_2759,690,724,35
V_2760,690,690,1
V_2761,690,693,4
V_2762,690,694,5
V_2763,690,814,125
V_2764,690,700,11
V_2765,691,698,8
V_2766,691,814,124
V_2767,692,704,13
V_2768,693,814,122
V_2769,694,695,2
V_2770,694,696,3
V_2771,695,704,10
V_2772,695,698,4
V_2773,695,697,3
V_2774,695,715,21
V_2775,695,814,120
V_2776,696,707,12
V_2777,696,701,6
V_2779,700,700,1
V_2780,704,706,3
V_2781,710,717,8
V_2782,711,712,2
V_2783,712,714,3
V_2784,712,814,103
V_2785,712,715,4
V_2786,713,767,55
V_2787,713,713,1
V_2788,713,717,5
V_2789,713,721,9
V_2790,713,713,1
V_2791,714,814,101
V_2792,714,814,101
V_2793,714,725,12
V_2794,714,814,101
V_2795,714,722,9
V_2796,714,741,28
V_2797,714,719,6
V_2798,715,814,100
V_2799,715,814,100
V_2800,715,717,3
V_2801,715,729,15
V_2802,715,723,9
V_2803,716,727,12
V_2804,716,719,4
V_2805,716,717,2
V_2806,716,722,7
V_2807,716,719,4
V_2808,716,723,8
V_2809,716,716,1
V_2811,716,718,3
V_2812,716,716,1
V_2813,716,737,22
V_2814,716,719,4
V_2815,716,717,2
V_2816,716,814,99
V_2817,716,814,99
V_2818,716,814,99
V_2819,716,814,99
V_2820,716,725,10
V_2821,717,743,27
V_2822,717,755,39
V_2823,717,725,9
V_2824,717,766,50
V_2825,717,720,4
V_2826,717,736,20
V_2827,717,721,5
V_2828,717,723,7
V_2829,717,719,3
V_2830,717,732,16
V_2831,717,738,22
V_2832,717,814,98
V_2833,717,721,5
V_2834,717,718,2
V_2835,717,720,4
V_2836,717,726,10
V_2837,717,720,4
V_2838,717,723,7
V_2839,717,814,98
V_2840,717,730,14
V_2841,717,719,3
V_2842,717,717,1
V_2843,717,732,16
V_2844,718,718,1
V_2845,718,720,3
V_2846,718,814,97
V_2847,718,814,97
V_2849,718,814,97
V_2850,718,814,97
V_2851,718,738,21
V_2852,718,723,6
V_2853,718,720,3
V_2854,718,718,1
V_2855,718,727,10
V_2857,718,724,7
V_2858,718,725,8
V_2859,718,718,1
V_2860,718,718,1
V_2861,718,720,3
V_2862,718,726,9
V_2863,718,735,18
V_2864,718,723,6
V_2865,718,728,11
V_2866,718,814,97
V_2867,718,735,18
V_2868,718,722,5
V_2869,718,770,53
V_2870,719,724,6
V_2872,719,741,23
V_2873,719,725,7
V_2874,719,720,2
V_2875,719,722,4
V_2876,719,780,62
V_2877,719,725,7
V_2878,719,814,96
V_2879,719,723,5
V_2880,719,725,7
V_2881,719,723,5
V_2882,719,814,96
V_2883,719,732,14
V_2884,719,727,9
V_2885,719,814,96
V_2886,719,723,5
V_2887,719,725,7
V_2888,719,721,3
V_2889,719,721,3
V_2890,719,732,14
V_2891,719,722,4
V_2892,719,719,1
V_2893,719,729,11
V_2894,719,736,18
V_2895,719,814,96
V_2896,719,722,4
V_2897,719,814,96
V_2898,719,728,10
V_2899,720,723,4
V_2900,720,814,95
V_2901,720,720,1
V_2902,720,723,4
V_2903,720,733,14
V_2904,720,814,95
V_2905,720,814,95
V_2906,720,720,1
V_2907,720,728,9
V_2908,720,725,6
V_2909,720,734,15
V_2910,720,814,95
V_2911,720,735,16
V_2912,720,720,1
V_2913,720,721,2
V_2914,720,728,9
V_2915,720,727,8
V_2916,720,814,95
V_2917,720,722,3
V_2918,720,736,17
V_2919,721,814,94
V_2920,721,814,94
V_2921,721,814,94
V_2922,721,744,24
V_2924,721,729,9
V_2925,721,814,94
V_2926,721,731,11
V_2927,721,801,81
V_2928,721,729,9
V_2929,721,726,6
V_2930,721,726,6
V_2931,721,725,5
V_2932,721,814,94
V_2933,721,814,94
V_2934,721,722,2
V_2935,721,723,3
V_2936,721,742,22
V_2937,721,814,94
V_2938,721,736,16
V_2939,722,814,93
V_2940,722,733,12
V_2941,722,740,19
V_2942,722,728,7
V_2943,722,727,6
V_2944,722,735,14
V_2945,722,733,12
V_2946,722,723,2
V_2947,722,727,6
V_2948,722,730,9
V_2949,722,737,16
V_2950,722,723,2
V_2951,723,724,2
V_2952,723,741,19
V_2953,723,814,92
V_2954,723,814,92
V_2955,723,724,2
V_2956,723,726,4
V_2957,723,735,13
V_2958,723,814,92
V_2959,724,729,6
V_2960,724,730,7
V_2961,724,814,91
V_2963,725,733,9
V_2964,726,740,15
V_2965,726,735,10
V_2966,726,814,89
V_2967,727,758,32
V_2968,727,814,88
V_2969,727,738,12
V_2970,728,748,21
V_2971,728,731,4
V_2972,729,736,8
V_2973,730,814,85
V_2974,731,814,84
V_2975,731,742,12
V_2976,732,814,83
V_2977,733,734,2
V_2978,733,814,82
V_2979,733,735,3
V_2980,733,734,2
V_2981,734,737,4
V_2982,735,737,3
V_2983,735,754,20
V_2984,735,737,3
V_2985,735,743,9
V_2986,735,736,2
V_2987,735,735,1
V_2988,735,742,8
V_2989,735,735,1
V_2990,736,741,6
V_2991,736,736,1
V_2992,736,814,79
V_2994,736,736,1
V_2995,736,814,79
V_2996,737,753,17
V_2997,737,738,2
V_2998,737,740,4
V_2999,737,739,3
V_3000,737,737,1
V_3001,737,740,4
V_3002,737,747,11
V_3003,737,742,6
V_3004,737,755,19
V_3005,737,751,15
V_3006,737,739,3
V_3007,738,740,3
V_3009,738,814,77
V_3010,738,747,10
V_3011,738,741,4
V_3012,738,814,77
V_3013,738,738,1
V_3014,738,747,10
V_3015,738,747,10
V_3016,738,739,2
V_3017,738,748,11
V_3018,738,738,1
V_3019,738,740,3
V_3020,738,814,77
V_3021,738,741,4
V_3022,738,738,1
V_3023,738,738,1
V_3024,738,814,77
V_3026,739,744,6
V_3027,739,744,6
V_3028,739,739,1
V_3030,739,748,10
V_3031,739,745,7
V_3032,739,781,43
V_3034,739,745,7
V_3035,739,739,1
V_3036,739,752,14
V_3037,739,744,6
V_3038,739,741,3
V_3039,739,739,1
V_3040,739,743,5
V_3041,739,742,4
V_3042,739,743,5
V_3043,739,750,12
V_3045,739,745,7
V_3046,739,740,2
V_3047,739,752,14
V_3048,739,741,3
V_3049,739,757,19
V_3050,739,814,76
V_3051,739,741,3
V_3052,739,814,76
V_3053,739,814,76
V_3054,739,814,76
V_3055,739,742,4
V_3056,739,775,37
V_3057,739,739,1
V_3058,739,741,3
V_3059,739,744,6
V_3060,739,746,8
V_3061,739,744,6
V_3062,739,740,2
V_3063,739,743,5
V_3064,739,814,76
V_3065,739,740,2
V_3066,739,814,76
V_3067,739,747,9
V_3068,739,814,76
V_3069,740,741,2
V_3070,740,814,75
V_3071,740,743,4
V_3072,740,752,13
V_3073,740,757,18
V_3074,740,747,8
V_3075,740,747,8
V_3076,740,741,2
V_3077,740,814,75
V_3078,740,745,6
V_3079,740,749,10
V_3080,740,744,5
V_3081,740,740,1
V_3082,740,741,2
V_3083,740,814,75
V_3084,740,814,75
V_3085,740,742,3
V_3086,740,752,13
V_3087,740,751,12
V_3088,740,741,2
V_3089,740,747,8
V_3090,740,804,65
V_3091,740,741,2
V_3092,740,741,2
V_3093,740,742,3
V_3094,740,753,14
V_3095,740,752,13
V_3096,740,814,75
V_3097,740,758,19
V_3098,740,814,75
V_3099,740,751,12
V_3100,740,745,6
V_3101,740,740,1
V_3102,740,744,5
V_3103,741,749,9
V_3104,741,744,4
V_3105,741,745,5
V_3106,741,814,74
V_3107,741,746,6
V_3108,741,744,4
V_3109,741,745,5
V_3110,741,747,7
V_3111,741,749,9
V_3112,741,814,74
V_3113,741,741,1
V_3114,741,758,18
V_3115,741,746,6
V_3117,741,814,74
V_3118,741,742,2
V_3119,741,743,3
V_3120,741,750,10
V_3121,741,751,11
V_3123,741,749,9
V_3124,741,814,74
V_3125,741,741,1
V_3126,741,742,2
V_3127,741,741,1
V_3129,741,745,5
V_3130,741,742,2
V_3131,741,814,74
V_3132,741,756,16
V_3133,741,814,74
V_3134,741,757,17
V_3135,741,745,5
V_3136,741,745,5
V_3137,741,814,74
V_3138,741,768,28
V_3139,741,751,11
V_3140,741,755,15
V_3141,741,743,3
V_3142,741,814,74
V_3143,741,741,1
V_3144,741,744,4
V_3145,741,746,6
V_3146,741,743,3
V_3147,741,744,4
V_3148,741,814,74
V_3149,741,741,1
V_3150,741,741,1
V_3151,741,814,74
V_3152,741,771,31
V_3153,741,746,6
V_3154,741,762,22
V_3155,741,741,1
V_3156,741,745,5
V_3157,741,751,11
V_3158,741,814,74
V_3159,741,759,19
V_3160,741,745,5
V_3161,741,747,7
V_3162,741,741,1
V_3163,741,759,19
V_3164,742,744,3
V_3165,742,746,5
V_3166,742,814,73
V_3167,742,814,73
V_3168,742,743,2
V_3169,742,814,73
V_3170,742,744,3
V_3171,742,753,12
V_3172,742,743,2
V_3173,742,747,6
V_3174,742,745,4
V_3175,742,760,19
V_3176,742,749,8
V_3177,742,814,73
V_3179,742,749,8
V_3180,742,760,19
V_3181,742,814,73
V_3182,742,742,1
V_3183,742,814,73
V_3184,742,745,4
V_3185,742,745,4
V_3186,742,773,32
V_3187,742,814,73
V_3188,742,751,10
V_3189,742,743,2
V_3190,742,765,24
V_3191,742,743,2
V_3192,742,749,8
V_3193,742,744,3
V_3194,742,742,1
V_3195,742,751,10
V_3196,742,742,1
V_3197,742,742,1
V_3198,742,753,12
V_3199,742,742,1
V_3200,742,746,5
V_3201,742,761,20
V_3202,742,743,2
V_3203,742,751,10
V_3204,742,814,73
V_3205,742,752,11
V_3206,742,742,1
V_3207,742,803,62
V_3208,742,743,2
V_3209,742,748,7
V_3210,742,743,2
V_3211,742,814,73
V_3212,743,750,8
V_3213,743,814,72
V_3214,743,761,19
V_3215,743,760,18
V_3216,743,745,3
V_3217,743,744,2
V_3218,743,746,4
V_3219,743,761,19
V_3220,743,764,22
V_3221,743,744,2
V_3222,743,747,5
V_3223,743,745,3
V_3224,743,755,13
V_3225,743,771,29
V_3226,743,748,6
V_3227,743,752,10
V_3228,743,752,10
V_3229,743,745,3
V_3230,743,744,2
V_3231,743,743,1
V_3232,743,780,38
V_3233,743,814,72
V_3234,743,773,31
V_3236,743,746,4
V_3237,743,814,72
V_3238,743,760,18
V_3239,743,779,37
V_3240,743,750,8
V_3242,743,756,14
V_3243,743,748,6
V_3244,743,753,11
V_3245,743,749,7
V_3246,743,746,4
V_3247,743,814,72
V_3248,743,743,1
V_3249,743,749,7
V_3250,743,814,72
V_3251,743,766,24
V_3252,743,771,29
V_3253,743,761,19
V_3254,743,814,72
V_3255,744,814,71
V_3256,744,763,20
V_3257,744,744,1
V_3258,744,750,7
V_3259,744,753,10
V_3260,744,814,71
V_3261,744,747,4
V_3262,744,755,12
V_3263,744,747,4
V_3264,744,746,3
V_3265,744,761,18
V_3266,744,744,1
V_3267,744,814,71
V_3268,744,754,11
V_3269,744,744,1
V_3270,744,744,1
V_3271,744,814,71
V_3272,744,745,2
V_3273,744,814,71
V_3274,744,758,15
V_3276,744,753,10
V_3277,744,745,2
V_3278,744,814,71
V_3279,744,754,11
V_3280,744,746,3
V_3281,744,753,10
V_3282,744,814,71
V_3283,744,757,14
V_3284,744,767,24
V_3285,744,750,7
V_3286,744,750,7
V_3287,744,754,11
V_3288,744,754,11
V_3289,744,814,71
V_3290,744,748,5
V_3291,744,814,71
V_3292,744,745,2
V_3293,745,745,1
V_3294,745,746,2
V_3295,745,814,70
V_3296,745,814,70
V_3298,745,767,23
V_3299,745,749,5
V_3300,745,814,70
V_3301,745,755,11
V_3302,745,759,15
V_3303,745,759,15
V_3305,745,759,15
V_3306,745,814,70
V_3307,745,760,16
V_3308,745,814,70
V_3309,745,746,2
V_3310,745,762,18
V_3311,745,753,9
V_3312,745,748,4
V_3313,745,814,70
V_3314,745,750,6
V_3315,745,764,20
V_3316,745,748,4
V_3317,745,754,10
V_3318,746,750,5
V_3320,746,814,69
V_3321,746,747,2
V_3322,746,746,1
V_3323,746,749,4
V_3325,746,747,2
V_3326,747,750,4
V_3327,747,751,5
V_3328,747,814,68
V_3329,747,788,42
V_3330,747,814,68
V_3331,747,760,14
V_3332,748,752,5
V_3333,748,752,5
V_3334,748,814,67
V_3335,748,762,15
V_3336,748,769,22
V_3337,748,751,4
V_3338,748,756,9
V_3339,748,814,67
V_3340,748,758,11
V_3341,748,748,1
V_3342,748,750,3
V_3343,749,788,40
V_3344,749,759,11
V_3345,749,753,5
V_3347,750,814,65
V_3348,750,755,6
V_3349,750,762,13
V_3350,750,786,37
V_3351,750,814,65
V_3352,751,766,16
V_3353,751,755,5
V_3354,751,751,1
V_3355,751,752,2
V_3356,751,752,2
V_3357,751,753,3
V_3358,751,753,3
V_3359,751,753,3
V_3360,751,762,12
V_3361,751,756,6
V_3362,751,751,1
V_3363,751,813,63
V_3364,752,757,6
V_3365,752,753,2
V_3366,752,814,63
V_3367,752,760,9
V_3368,752,762,11
V_3369,752,764,13
V_3370,752,752,1
V_3371,752,755,4
V_3372,752,754,3
V_3373,752,755,4
V_3374,752,764,13
V_3375,752,755,4
V_3376,752,754,3
V_3377,752,814,63
V_3378,752,759,8
V_3379,752,814,63
V_3380,752,756,5
V_3381,752,814,63
V_3382,752,756,5
V_3383,752,774,23
V_3384,752,752,1
V_3385,752,814,63
V_3386,752,770,19
V_3388,752,754,3
V_3389,752,768,17
V_3390,752,814,63
V_3391,752,772,21
V_3392,752,754,3
V_3393,752,753,2
V_3394,752,752,1
V_3395,752,767,16
V_3396,752,772,21
V_3397,752,752,1
V_3398,752,814,63
V_3399,752,757,6
V_3400,753,765,13
V_3401,753,814,62
V_3402,753,756,4
V_3403,753,760,8
V_3404,753,755,3
V_3405,753,772,20
V_3406,753,755,3
V_3407,753,754,2
V_3408,753,757,5
V_3409,753,814,62
V_3412,753,754,2
V_3413,753,814,62
V_3414,753,754,2
V_3415,753,754,2
V_3416,753,760,8
V_3417,753,756,4
V_3418,753,756,4
V_3419,753,765,13
V_3420,753,758,6
V_3421,753,756,4
V_3422,753,754,2
V_3423,753,760,8
V_3424,753,773,21
V_3425,753,755,3
V_3426,753,767,15
V_3427,753,759,7
V_3428,753,761,9
V_3429,753,767,15
V_3430,753,814,62
V_3431,753,754,2
V_3432,753,756,4
V_3433,753,755,3
V_3434,753,814,62
V_3435,753,766,14
V_3436,753,753,1
V_3437,753,772,20
V_3438,753,754,2
V_3439,753,766,14
V_3440,753,753,1
V_3441,753,754,2
V_3442,753,765,13
V_3443,753,763,11
V_3444,753,771,19
V_3445,753,754,2
V_3446,753,761,9
V_3447,753,814,62
V_3448,753,761,9
V_3449,753,759,7
V_3450,753,754,2
V_3451,753,762,10
V_3453,753,760,8
V_3454,753,761,9
V_3455,753,770,18
V_3456,753,814,62
V_3457,753,753,1
V_3458,753,754,2
V_3459,753,757,5
V_3460,753,753,1
V_3461,753,754,2
V_3462,753,760,8
V_3463,753,753,1
V_3464,753,814,62
V_3465,753,758,6
V_3466,753,762,10
V_3467,753,754,2
V_3468,753,778,26
V_3469,753,766,14
V_3470,753,755,3
V_3471,753,764,12
V_3472,753,758,6
V_3473,753,754,2
V_3474,753,814,62
V_3475,753,767,15
V_3476,753,761,9
V_3477,753,773,21
V_3478,753,753,1
V_3479,753,814,62
V_3480,754,814,61
V_3481,754,767,14
V_3482,754,761,8
V_3483,754,758,5
V_3484,754,778,25
V_3485,754,814,61
V_3486,754,755,2
V_3487,754,772,19
V_3488,754,754,1
V_3489,754,757,4
V_3490,754,755,2
V_3491,754,761,8
V_3492,754,754,1
V_3493,754,756,3
V_3494,754,776,23
V_3496,754,759,6
V_3497,754,757,4
V_3498,754,757,4
V_3499,754,757,4
V_3500,754,766,13
V_3501,754,765,12
V_3502,754,755,2
V_3503,754,758,5
V_3504,754,787,34
V_3505,754,756,3
V_3506,754,814,61
V_3507,754,759,6
V_3508,754,814,61
V_3509,754,756,3
V_3510,754,814,61
V_3511,754,755,2
V_3512,754,814,61
V_3513,754,779,26
V_3514,754,772,19
V_3515,754,758,5
V_3516,754,761,8
V_3517,754,814,61
V_3518,754,814,61
V_3519,754,755,2
V_3520,754,814,61
V_3521,754,814,61
V_3522,754,754,1
V_3523,754,814,61
V_3524,754,814,61
V_3525,754,760,7
V_3526,754,756,3
V_3527,754,755,2
V_3528,754,763,10
V_3529,754,754,1
V_3530,754,754,1
V_3531,754,756,3
V_3532,754,762,9
V_3533,754,756,3
V_3534,754,757,4
V_3535,754,756,3
V_3536,754,814,61
V_3537,754,755,2
V_3538,754,756,3
V_3539,754,814,61
V_3540,754,814,61
V_3541,754,763,10
V_3542,754,754,1
V_3543,754,762,9
V_3544,754,814,61
V_3545,754,814,61
V_3546,754,761,8
V_3547,754,760,7
V_3548,754,754,1
V_3549,754,759,6
V_3550,755,760,6
V_3551,755,760,6
V_3552,755,762,8
V_3553,755,758,4
V_3554,755,758,4
V_3555,755,776,22
V_3556,755,790,36
V_3557,755,757,3
V_3558,755,756,2
V_3559,755,757,3
V_3560,755,756,2
V_3561,755,814,60
V_3562,755,814,60
V_3563,755,759,5
V_3564,755,814,60
V_3565,755,756,2
V_3566,755,814,60
V_3567,755,762,8
V_3568,755,755,1
V_3569,755,761,7
V_3570,755,757,3
V_3571,755,763,9
V_3572,755,769,15
V_3573,755,814,60
V_3574,755,814,60
V_3575,755,775,21
V_3576,755,761,7
V_3577,755,762,8
V_3578,755,814,60
V_3579,755,757,3
V_3580,755,814,60
V_3581,755,759,5
V_3582,755,774,20
V_3583,755,762,8
V_3584,755,769,15
V_3585,755,767,13
V_3586,755,774,20
V_3587,755,755,1
V_3588,755,766,12
V_3589,755,757,3
V_3590,755,768,14
V_3591,755,757,3
V_3592,755,757,3
V_3593,755,755,1
V_3594,755,765,11
V_3595,756,814,59
V_3596,756,759,4
V_3597,756,768,13
V_3598,756,767,12
V_3599,756,762,7
V_3602,756,814,59
V_3603,756,761,6
V_3604,756,814,59
V_3605,756,814,59
V_3607,756,814,59
V_3608,756,758,3
V_3609,756,760,5
V_3610,756,814,59
V_3611,756,758,3
V_3612,756,768,13
V_3613,756,759,4
V_3614,756,769,14
V_3615,756,757,2
V_3616,756,768,13
V_3617,757,762,6
V_3618,757,760,4
V_3619,757,762,6
V_3620,757,772,16
V_3621,757,757,1
V_3622,757,814,58
V_3623,757,763,7
V_3624,758,814,57
V_3625,758,781,24
V_3627,759,814,56
V_3628,759,779,21
V_3629,760,763,4
V_3630,765,767,3
V_3631,767,776,10
V_3632,767,780,14
V_3633,768,783,16
V_3634,768,768,1
V_3635,769,769,1
V_3636,769,775,7
V_3637,770,814,45
V_3638,770,778,9
V_3639,770,784,15
V_3640,770,772,3
V_3641,770,775,6
V_3642,770,779,10
V_3643,771,799,29
V_3644,771,772,2
V_3645,772,814,43
V_3646,772,807,36
V_3647,772,776,5
V_3648,772,814,43
V_3649,773,778,6
V_3651,773,786,14
V_3652,773,777,5
V_3653,773,777,5
V_3654,773,776,4
V_3655,773,779,7
V_3656,773,775,3
V_3657,773,773,1
V_3658,774,775,2
V_3659,774,784,11
V_3660,774,774,1
V_3661,774,775,2
V_3662,774,814,41
V_3663,774,775,2
V_3664,774,814,41
V_3665,774,785,12
V_3666,775,776,2
V_3667,775,779,5
V_3669,775,780,6
V_3670,775,788,14
V_3671,775,781,7
V_3672,775,795,21
V_3673,775,814,40
V_3674,775,776,2
V_3675,775,775,1
V_3676,775,814,40
V_3677,776,777,2
V_3678,776,785,10
V_3679,776,786,11
V_3680,776,781,6
V_3681,776,806,31
V_3682,776,791,16
V_3683,776,778,3
V_3685,776,780,5
V_3686,776,797,22
V_3687,776,805,30
V_3688,776,786,11
V_3690,776,787,12
V_3691,776,814,39
V_3692,776,794,19
V_3693,776,799,24
V_3694,776,779,4
V_3695,776,792,17
V_3696,776,792,17
V_3697,776,784,9
V_3698,776,814,39
V_3699,776,814,39
V_3700,776,802,27
V_3701,776,780,5
V_3702,777,782,6
V_3703,777,785,9
V_3705,777,814,38
V_3706,777,779,3
V_3707,777,778,2
V_3708,777,783,7
V_3709,777,791,15
V_3710,777,780,4
V_3711,777,802,26
V_3712,777,777,1
V_3713,777,814,38
V_3714,777,779,3
V_3715,777,782,6
V_3716,777,803,27
V_3717,777,782,6
V_3718,777,783,7
V_3719,777,791,15
V_3720,778,814,37
V_3722,778,814,37
V_3723,778,799,22
V_3724,778,792,15
V_3726,778,778,1
V_3727,778,780,3
V_3729,778,782,5
V_3730,778,790,13
V_3731,778,814,37
V_3732,778,792,15
V_3733,778,788,11
V_3734,778,787,10
V_3735,778,784,7
V_3737,778,787,10
V_3738,778,803,26
V_3739,778,781,4
V_3740,778,783,6
V_3741,778,778,1
V_3742,778,814,37
V_3743,778,791,14
V_3744,778,785,8
V_3745,778,778,1
V_3746,779,793,15
V_3748,779,780,2
V_3749,779,782,4
V_3750,779,786,8
V_3751,779,785,7
V_3752,779,783,5
V_3753,779,794,16
V_3754,779,788,10
V_3756,779,790,12
V_3757,779,786,8
V_3758,779,783,5
V_3759,779,791,13
V_3760,779,814,36
V_3761,779,785,7
V_3762,779,799,21
V_3763,779,780,2
V_3764,779,781,3
V_3765,779,785,7
V_3766,779,814,36
V_3767,779,785,7
V_3768,779,814,36
V_3769,779,780,2
V_3771,779,814,36
V_3772,779,779,1
V_3773,779,780,2
V_3774,779,814,36
V_3775,779,795,17
V_3776,779,779,1
V_3777,779,780,2
V_3778,779,782,4
V_3779,779,779,1
V_3780,779,781,3
V_3781,779,788,10
V_3782,779,783,5
V_3783,780,790,11
V_3784,780,814,35
V_3785,780,782,3
V_3786,780,814,35
V_3787,780,799,20
V_3788,780,796,17
V_3790,780,781,2
V_3791,780,783,4
V_3792,780,783,4
V_3793,780,781,2
V_3794,780,787,8
V_3795,780,814,35
V_3796,780,787,8
V_3798,780,786,7
V_3799,780,814,35
V_3800,780,786,7
V_3801,780,782,3
V_3802,780,786,7
V_3803,780,814,35
V_3804,780,798,19
V_3805,780,814,35
V_3806,780,784,5
V_3807,780,785,6
V_3808,780,787,8
V_3809,780,814,35
V_3810,780,790,11
V_3811,780,806,27
V_3812,780,809,30
V_3813,780,784,5
V_3814,780,786,7
V_3815,780,786,7
V_3816,780,780,1
V_3818,780,784,5
V_3819,780,797,18
V_3820,780,780,1
V_3821,781,784,4
V_3822,781,796,16
V_3823,781,785,5
V_3824,781,790,10
V_3825,781,794,14
V_3826,781,791,11
V_3827,781,789,9
V_3828,781,790,10
V_3829,781,781,1
V_3830,781,814,34
V_3831,781,782,2
V_3832,781,787,7
V_3833,781,814,34
V_3834,781,787,7
V_3835,781,799,19
V_3836,781,800,20
V_3837,781,799,19
V_3838,781,784,4
V_3839,781,792,12
V_3840,781,781,1
V_3841,781,791,11
V_3843,781,781,1
V_3844,781,782,2
V_3845,781,782,2
V_3846,781,785,5
V_3847,781,814,34
V_3848,781,793,13
V_3849,781,781,1
V_3850,781,784,4
V_3851,781,789,9
V_3852,781,787,7
V_3853,781,814,34
V_3854,781,789,9
V_3855,781,791,11
V_3856,781,783,3
V_3857,782,784,3
V_3858,782,814,33
V_3859,782,814,33
V_3860,782,785,4
V_3861,782,783,2
V_3862,782,786,5
V_3863,782,784,3
V_3864,782,785,4
V_3865,782,782,1
V_3866,782,785,4
V_3867,782,787,6
V_3868,782,788,7
V_3869,782,814,33
V_3870,782,814,33
V_3871,782,787,6
V_3872,782,796,15
V_3873,782,790,9
V_3874,782,802,21
V_3875,782,787,6
V_3876,782,784,3
V_3877,782,796,15
V_3878,782,782,1
V_3879,782,812,31
V_3880,782,788,7
V_3881,782,791,10
V_3882,782,786,5
V_3883,782,787,6
V_3884,782,814,33
V_3885,782,814,33
V_3886,782,784,3
V_3887,782,782,1
V_3888,782,814,33
V_3889,782,814,33
V_3890,782,784,3
V_3891,782,814,33
V_3892,782,792,11
V_3893,782,805,24
V_3894,783,788,6
V_3895,783,814,32
V_3896,783,792,10
V_3897,783,791,9
V_3898,783,788,6
V_3899,783,789,7
V_3900,783,803,21
V_3901,783,814,32
V_3902,783,786,4
V_3904,783,791,9
V_3905,783,785,3
V_3906,783,814,32
V_3907,783,784,2
V_3908,783,794,12
V_3909,783,783,1
V_3910,783,785,3
V_3911,783,784,2
V_3912,783,805,23
V_3913,783,783,1
V_3914,783,814,32
V_3915,783,792,10
V_3916,783,814,32
V_3917,783,791,9
V_3918,783,800,18
V_3919,783,806,24
V_3920,783,803,21
V_3921,783,790,8
V_3922,783,783,1
V_3923,783,796,14
V_3924,783,784,2
V_3925,783,800,18
V_3926,783,814,32
V_3927,783,795,13
V_3928,783,786,4
V_3929,783,788,6
V_3930,783,814,32
V_3931,783,814,32
V_3932,783,790,8
V_3934,783,807,25
V_3935,783,788,6
V_3936,783,783,1
V_3937,783,795,13
V_3938,783,785,3
V_3939,783,814,32
V_3940,783,789,7
V_3941,783,785,3
V_3942,783,793,11
V_3944,783,787,5
V_3945,783,786,4
V_3946,783,788,6
V_3947,783,786,4
V_3948,783,784,2
V_3949,783,784,2
V_3950,783,783,1
V_3951,783,814,32
V_3952,783,814,32
V_3953,783,812,30
V_3954,783,791,9
V_3955,783,814,32
V_3956,783,814,32
V_3957,783,801,19
V_3958,783,787,5
V_3959,783,814,32
V_3960,783,788,6
V_3961,784,784,1
V_3963,784,814,31
V_3964,784,814,31
V_3965,784,788,5
V_3966,784,790,7
V_3967,784,789,6
V_3968,784,810,27
V_3969,784,814,31
V_3970,784,790,7
V_3971,784,814,31
V_3972,784,795,12
V_3973,784,814,31
V_3974,784,787,4
V_3975,784,785,2
V_3976,784,797,14
V_3977,784,792,9
V_3979,784,797,14
V_3980,784,784,1
V_3981,784,788,5
V_3982,784,787,4
V_3983,784,786,3
V_3984,784,785,2
V_3985,784,785,2
V_3986,784,814,31
V_3988,784,792,9
V_3989,784,799,16
V_3990,784,786,3
V_3991,784,795,12
V_3992,784,789,6
V_3993,784,785,2
V_3994,784,814,31
V_3995,784,786,3
V_3996,784,814,31
V_3997,784,788,5
V_3998,784,786,3
V_3999,784,788,5
V_4000,784,784,1
V_4001,784,814,31
V_4002,784,790,7
