timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
2153 2152.67 147 7 316101 55070.9 107.603 8.83719 0.752614
2154 2153.67 147 7 316102 54176.1 107.611 8.86965 0.751
2155 2154.67 147 7 316102 53381.8 107.618 8.86949 0.749369
2156 2155.67 147 7 316102 52684.5 107.627 8.83584 0.747732
2157 2156.67 147 7 316102 52080.7 107.637 8.76912 0.746099
2158 2157.67 147 7 316102 51566.9 107.648 8.67101 0.744479
2159 2158.67 147 7 316101 51139.6 107.659 8.54433 0.742881
2160 2159.67 147 7 316100 50795.3 107.672 8.39279 0.741315
2161 2160.67 147 7 316100 50530.5 107.685 8.2207 0.73979
2162 2161.67 147 7 316099 50341.7 107.699 8.03266 0.738312
2163 2162.67 147 6 316098 50225.4 107.713 7.8333 0.736891
2164 2163.67 147 6 316097 50178.3 107.728 7.62698 0.735531
2165 2164.67 147 6 316095 50196.9 107.744 7.41771 0.734239
2166 2165.67 147 6 316094 50277.6 107.761 7.2089 0.73302
2167 2166.67 147 6 316092 50417.1 107.778 7.00344 0.731877
2168 2167.67 147 6 316091 50611.8 107.796 6.80359 0.730814
2169 2168.67 147 6 316089 50858.5 107.814 6.6111 0.729831
2170 2169.67 147 6 316088 51153.5 107.832 6.42723 0.728932
2171 2170.67 147 6 316086 51493.6 107.851 6.2528 0.728117
2172 2171.67 147 6 316084 51875.1 107.871 6.08829 0.727385
2173 2172.67 147 6 316082 52294.8 107.891 5.93388 0.726736
2174 2173.67 147 6 316080 52749.2 107.911 5.78956 0.726169
2175 2174.67 147 6 316079 53234.8 107.931 5.65512 0.725682
2176 2175.67 147 6 316077 53748.2 107.952 5.53024 0.725274
2177 2176.67 147 6 316075 54286 107.973 5.41453 0.724941
2178 2177.67 147 6 316073 54844.7 107.994 5.30751 0.724682
2179 2178.67 147 6 316071 55420.9 108.015 5.2087 0.724494
2180 2179.67 147 6 316069 56011.2 108.036 5.1176 0.724373
2181 2180.67 147 6 316068 56612.3 108.057 5.03369 0.724318
2182 2181.67 147 6 316066 57220.8 108.078 4.95649 0.724324
2183 2182.67 147 6 316064 57833.3 108.099 4.8855 0.724388
2184 2183.67 147 6 316062 58446.5 108.12 4.82028 0.724508
2185 2184.67 147 6 316061 59057.3 108.141 4.76039 0.72468
2186 2185.67 147 6 316059 59662.5 108.161 4.70542 0.724901
2187 2186.67 147 6 316058 60258.8 108.181 4.65498 0.725169
2188 2187.67 147 6 316057 60843.3 108.201 4.60871 0.72548
2189 2188.67 147 6 316055 61412.9 108.221 4.56629 0.725831
2190 2189.67 147 6 316054 61964.7 108.24 4.52741 0.72622
2191 2190.67 147 6 316053 62496.1 108.258 4.49178 0.726644
2192 2191.67 147 6 316052 63004.2 108.277 4.45914 0.727101
2193 2192.67 147 6 316052 63486.6 108.294 4.42925 0.727587
2194 2193.67 147 6 316051 63940.7 108.311 4.40189 0.728101
2195 2194.67 147 6 316050 64364.2 108.328 4.37684 0.728641
2196 2195.67 147 6 316050 64755 108.344 4.35392 0.729203
2197 2196.67 147 6 316050 65111.1 108.359 4.33297 0.729787
2198 2197.67 147 6 316050 65430.6 108.374 4.31381 0.73039
2199 2198.67 147 6 316050 65711.7 108.388 4.29631 0.731009
2200 2199.67 147 6 316050 65953 108.401 4.28033 0.731645
2201 2200.67 147 5 316050 66153 108.414 4.26574 0.732293
2202 2201.67 147 5 316050 66310.8 108.426 4.25243 0.732954
2203 2202.67 147 5 316051 66425.1 108.437 4.24031 0.733625
2204 2203.67 147 5 316051 66495.2 108.447 4.22928 0.734304
2205 2204.67 147 5 316052 66520.4 108.457 4.21924 0.734991
2206 2205.67 147 5 316053 66500.3 108.466 4.21012 0.735684
2207 2206.67 147 5 316054 66434.7 108.474 4.20185 0.736382
2208 2207.67 147 5 316055 66323.3 108.481 4.19435 0.737083
2209 2208.67 147 5 316056 66166.3 108.488 4.18756 0.737786
2210 2209.67 147 5 316058 65963.8 108.493 4.18143 0.738491
2211 2210.67 147 5 316059 65716.4 108.498 4.1759 0.739195
2212 2211.67 147 5 316061 65424.6 108.503 4.17093 0.739899
2213 2212.67 147 5 316063 65089 108.507 4.16646 0.740601
2214 2213.67 147 5 316064 64710.6 108.51 4.16247 0.7413
2215 2214.67 147 5 316066 64290.3 108.512 4.1589 0.741996
2216 2215.67 147 5 316068 63829.2 108.514 4.15572 0.742687
2217 2216.67 147 5 316070 63328.6 108.515 4.15291 0.743374
2218 2217.67 147 5 316072 62789.7 108.515 4.15043 0.744054
2219 2218.67 147 5 316075 62214.1 108.515 4.14826 0.744729
2220 2219.55 147 6 316077 61679.4 108.514 4.14178 0.745315
2221 2220.55 147 6 316079 61038.9 108.513 4.14493 0.745976
2222 2221.55 147 6 316081 60366.1 108.511 4.14349 0.746629
2223 2222.55 147 6 316084 59662.8 108.509 4.14228 0.747274
2224 2223.55 147 6 316086 58930.8 108.506 4.14126 0.74791
2225 2224.55 147 6 316089 58171.7 108.503 4.14043 0.748537
2226 2225.55 147 6 316091 57387.5 108.5 4.13975 0.749155
2227 2226.55 147 6 316094 56580 108.496 4.13923 0.749762
2228 2227.55 147 5 316096 55750.9 108.491 4.13885 0.75036
2229 2228.55 147 5 316099 54902.2 108.487 4.13858 0.750947
2230 2229.55 147 5 316102 54035.8 108.482 4.13843 0.751524
2231 2230.55 147 5 316104 53153.3 108.476 4.13839 0.752091
2232 2231.55 147 5 316107 52256.6 108.471 4.13844 0.752646
2233 2232.55 147 5 316109 51347.4 108.465 4.13858 0.753191
2234 2233.55 147 5 316112 50427.5 108.459 4.13879 0.753725
2235 2234.55 147 5 316115 49498.7 108.453 4.13907 0.754247
2236 2235.55 147 5 316117 48562.4 108.447 4.13941 0.754759
2237 2236.55 147 5 316120 47620.3 108.44 4.13981 0.755259
2238 2237.55 147 4 316122 46673.9 108.433 4.14026 0.755749
2239 2238.55 147 4 316125 45724.9 108.427 4.14073 0.756227
2240 2239.55 147 4 316128 44774.5 108.42 4.14126 0.756694
2241 2240.55 147 4 316130 43824.2 108.413 4.14183 0.75715
2242 2241.55 147 4 316133 42875.2 108.406 4.14242 0.757595
2243 2242.55 147 4 316135 41928.9 108.399 4.14305 0.75803
2244 2243.55 147 4 316137 40986.3 108.392 4.14369 0.758453
2245 2244.55 147 4 316140 40048.6 108.385 4.14436 0.758866
2246 2245.55 147 4 316142 39116.8 108.378 4.14504 0.759269
2247 2246.55 147 4 316144 38192 108.37 4.14574 0.759661
2248 2247.55 147 4 316147 37275 108.363 4.14645 0.760043
2249 2248.55 147 4 316149 36366.7 108.356 4.14717 0.760414
2250 2249.55 147 4 316151 35467.9 108.349 4.1479 0.760776
2251 2250.55 147 4 316153 34579.4 108.342 4.14864 0.761127
2252 2251.55 147 4 316155 33701.7 108.335 4.14938 0.761469
2253 2252.55 147 4 316157 32835.5 108.329 4.15013 0.761802
2254 2253.55 147 4 316159 31981.5 108.322 4.15087 0.762125
2255 2254.55 147 4 316161 31140 108.315 4.15162 0.762439
2256 2255.55 147 4 316163 30311.5 108.309 4.15237 0.762745
2257 2256.55 147 4 316165 29496.5 108.302 4.15312 0.763041
2258 2257.55 147 4 316167 28695.2 108.296 4.15387 0.763329
2259 2258.55 147 4 316169 27908 108.289 4.15462 0.763608
2260 2259.55 147 4 316171 27135.2 108.283 4.15537 0.763879
2261 2260.55 147 4 316172 26377 108.277 4.15611 0.764142
2262 2261.55 147 4 316174 25633.4 108.271 4.15685 0.764397
2263 2262.55 147 4 316176 24904.8 108.265 4.15759 0.764644
2264 2263.55 147 4 316177 24191.2 108.259 4.15832 0.764884
2265 2264.55 147 4 316179 23492.6 108.254 4.15905 0.765116
2266 2265.55 147 4 316180 22809.2 108.248 4.15978 0.765342
2267 2266.55 147 4 316182 22140.9 108.243 4.1605 0.76556
2268 2267.55 147 4 316183 21487.6 108.238 4.16122 0.765772
2269 2268.55 147 4 316185 20849.5 108.232 4.16193 0.765977
2270 2269.55 147 4 316186 20226.3 108.227 4.16265 0.766175
2271 2270.55 147 4 316187 19618 108.222 4.16335 0.766367
2272 2271.55 147 4 316189 19024.6 108.218 4.16406 0.766553
2273 2272.55 147 4 316190 18445.8 108.213 4.16476 0.766734
2274 2273.55 147 4 316191 17881.6 108.208 4.16546 0.766908
2275 2274.55 147 4 316192 17331.7 108.204 4.16615 0.767077
2276 2275.55 147 4 316193 16796 108.199 4.16685 0.76724
2277 2276.55 147 4 316195 16274.4 108.195 4.16754 0.767398
2278 2277.55 147 4 316196 15766.6 108.191 4.16823 0.767551
2279 2278.55 147 4 316197 15272.4 108.187 4.16891 0.767699
2280 2279.55 147 4 316198 14791.6 108.183 4.1696 0.767841
2281 2280.55 147 4 316199 14324 108.179 4.17028 0.76798
2282 2281.55 147 4 316200 13869.4 108.175 4.17097 0.768113
2283 2282.55 147 4 316201 13427.4 108.172 4.17165 0.768242
2284 2283.55 147 4 316202 12998 108.168 4.17233 0.768367
2285 2284.55 147 4 316202 12580.8 108.165 4.17302 0.768488
2286 2285.55 147 4 316203 12175.5 108.162 4.1737 0.768605
2287 2286.55 147 4 316204 11782.1 108.158 4.17438 0.768717
2288 2287.55 147 4 316205 11400.1 108.155 4.17507 0.768826
2289 2288.55 147 4 316206 11029.3 108.152 4.17575 0.768931
2290 2289.55 147 4 316206 10669.6 108.149 4.17644 0.769033
2291 2290.55 147 4 316207 10320.6 108.146 4.17714 0.769131
2292 2291.55 147 4 316208 9982.02 108.144 4.17783 0.769226
2293 2292.55 147 4 316208 9653.71 108.141 4.17853 0.769317
2294 2293.55 147 4 316209 9335.39 108.138 4.17923 0.769405
2295 2294.55 147 4 316210 9026.8 108.136 4.17993 0.769491
2296 2295.55 147 4 316210 8727.71 108.133 4.18064 0.769573
2297 2296.55 147 4 316211 8437.86 108.131 4.18135 0.769652
2298 2297.55 147 4 316212 8157.02 108.129 4.18207 0.769729
2299 2298.55 147 4 316212 7884.95 108.126 4.18279 0.769803
2300 2299.55 147 4 316213 7621.42 108.124 4.18352 0.769874
2301 2300.55 147 4 316213 7366.2 108.122 4.18426 0.769943
2302 2301.55 147 4 316214 7119.05 108.12 4.185 0.770009
2303 2302.55 147 4 316214 6879.76 108.118 4.18575 0.770073
2304 2303.55 147 4 316215 6648.11 108.116 4.18651 0.770135
2305 2304.55 147 4 316215 6423.87 108.114 4.18727 0.770195
2306 2305.55 147 4 316215 6206.85 108.113 4.18804 0.770252
2307 2306.55 147 4 316216 5996.83 108.111 4.18883 0.770307
2308 2307.55 147 4 316216 5793.61 108.109 4.18962 0.770361
2309 2308.55 147 4 316217 5597 108.108 4.19041 0.770412
2310 2309.55 147 4 316217 5406.79 108.106 4.19122 0.770461
2311 2310.55 147 4 316217 5222.79 108.105 4.19204 0.770509
2312 2311.55 147 4 316218 5044.83 108.103 4.19287 0.770555
2313 2312.55 147 4 316218 4872.72 108.102 4.19371 0.770599
2314 2313.55 147 4 316218 4706.28 108.1 4.19457 0.770642
2315 2314.55 147 4 316219 4545.34 108.099 4.19543 0.770683
2316 2315.55 147 4 316219 4389.73 108.098 4.1963 0.770722
2317 2316.55 147 4 316219 4239.29 108.097 4.19719 0.77076
2318 2317.55 147 4 316220 4093.85 108.095 4.19809 0.770796
2319 2318.55 147 4 316220 3953.27 108.094 4.19901 0.770831
2320 2319.55 147 4 316220 3817.38 108.093 4.19994 0.770865
2321 2320.55 147 4 316221 3686.05 108.092 4.20088 0.770898
2322 2321.55 147 4 316221 3559.12 108.091 4.20184 0.770929
2323 2322.55 147 4 316221 3436.46 108.09 4.20281 0.770959
2324 2323.55 147 4 316221 3317.93 108.089 4.20379 0.770987
2325 2324.55 147 4 316221 3203.41 108.088 4.2048 0.771015
2326 2325.55 147 4 316222 3092.75 108.087 4.20582 0.771041
2327 2326.55 147 4 316222 2985.84 108.086 4.20685 0.771067
2328 2327.55 147 4 316222 2882.55 108.085 4.2079 0.771091
2329 2328.55 147 4 316222 2782.77 108.085 4.20898 0.771114
2330 2329.55 147 4 316222 2686.38 108.084 4.21006 0.771137
2331 2330.55 147 4 316223 2593.28 108.083 4.21117 0.771158
2332 2331.55 147 4 316223 2503.35 108.082 4.2123 0.771179
2333 2332.55 147 4 316223 2416.49 108.082 4.21344 0.771198
2334 2333.55 147 4 316223 2332.6 108.081 4.2146 0.771217
2335 2334.55 147 3 316223 2251.48 108.08 4.21579 0.771234
2336 2335.55 147 3 316223 2173.24 108.08 4.21663 0.771251
2337 2336.55 147 3 316224 2097.69 108.079 4.21787 0.771268
2338 2337.55 147 3 316224 2024.73 108.078 4.21912 0.771283
2339 2338.55 147 3 316224 1954.27 108.078 4.2204 0.771298
2340 2339.55 147 3 316224 1886.24 108.077 4.2217 0.771312
2341 2340.55 147 3 316224 1820.56 108.077 4.22302 0.771326
2342 2341.55 147 3 316224 1757.13 108.076 4.22436 0.771339
2343 2342.55 147 3 316224 1695.9 108.076 4.22573 0.771351
2344 2343.55 147 3 316225 1636.78 108.075 4.22712 0.771362
2345 2344.55 147 3 316225 1579.7 108.075 4.22854 0.771373
2346 2345.55 147 3 316225 1524.59 108.074 4.22999 0.771383
2347 2346.55 147 3 316225 1471.39 108.074 4.23145 0.771393
2348 2347.55 147 3 316225 1420.04 108.073 4.23295 0.771402
2349 2348.55 147 3 316225 1370.46 108.073 4.23447 0.771411
2350 2349.55 147 3 316225 1322.6 108.073 4.23602 0.771419
2351 2350.55 147 3 316225 1276.41 108.072 4.2376 0.771426
2352 2351.55 147 3 316225 1231.81 108.072 4.2392 0.771433
2353 2352.55 147 3 316225 1188.77 108.071 4.24084 0.77144
2354 2353.55 147 3 316226 1147.22 108.071 4.24251 0.771446
2355 2354.55 147 3 316226 1107.12 108.071 4.2442 0.771452
2356 2355.55 147 3 316226 1068.41 108.07 4.24593 0.771457
2357 2356.55 147 3 316226 1031.05 108.07 4.24768 0.771462
2358 2357.55 147 3 316226 994.99 108.07 4.24947 0.771466
2359 2358.55 147 3 316226 960.187 108.07 4.2513 0.77147
2360 2359.55 147 3 316226 926.597 108.069 4.25315 0.771473
2361 2360.55 147 3 316226 894.179 108.069 4.25504 0.771476
2362 2361.55 147 3 316226 862.891 108.069 4.25697 0.771479
2363 2362.55 147 3 316226 832.695 108.068 4.25893 0.771481
2364 2363.55 147 3 316226 803.554 108.068 4.26092 0.771483
2365 2364.55 147 3 316226 775.43 108.068 4.26296 0.771484
2366 2365.55 147 3 316226 748.288 108.068 4.26503 0.771486
2367 2366.55 147 3 316226 722.095 108.068 4.26713 0.771486
2368 2367.55 147 3 316226 696.818 108.067 4.26928 0.771487
2369 2368.55 147 3 316226 672.424 108.067 4.27147 0.771487
2370 2369.55 147 3 316226 648.884 108.067 4.27369 0.771487
2371 2370.55 147 3 316227 626.167 108.067 4.27596 0.771486
2372 2371.55 147 3 316227 604.245 108.067 4.27827 0.771485
2373 2372.55 147 3 316227 583.091 108.066 4.28062 0.771484
2374 2373.55 147 3 316227 562.677 108.066 4.28302 0.771483
2375 2374.55 147 3 316227 542.978 108.066 4.28546 0.771481
2376 2375.55 147 3 316227 523.968 108.066 4.28794 0.771479
2377 2376.55 147 3 316227 505.625 108.066 4.29048 0.771476
2378 2377.55 147 2 316227 487.829 108.066 4.29305 0.77147
2379 2378.55 147 2 316227 470.754 108.065 4.29402 0.771467
2380 2379.55 147 2 316227 454.277 108.065 4.29672 0.771464
2381 2380.55 147 2 316227 438.377 108.065 4.29948 0.77146
2382 2381.55 147 2 316227 423.035 108.065 4.30228 0.771457
2383 2382.55 147 2 316227 408.231 108.065 4.30514 0.771452
2384 2383.55 147 2 316227 393.945 108.065 4.30804 0.771448
2385 2384.55 147 2 316227 380.161 108.065 4.311 0.771444
2386 2385.55 147 2 316227 366.86 108.065 4.31401 0.771439
2387 2386.55 147 2 316227 354.025 108.064 4.31708 0.771434
2388 2387.55 147 2 316227 341.641 108.064 4.3202 0.771428
2389 2388.55 147 2 316227 329.691 108.064 4.32338 0.771423
2390 2389.55 147 2 316227 318.16 108.064 4.32661 0.771417
2391 2390.55 147 2 316227 307.034 108.064 4.32991 0.77141
2392 2391.55 147 2 316227 296.298 108.064 4.33326 0.771404
2393 2392.55 147 2 316227 285.939 108.064 4.33668 0.771397
2394 2393.55 147 2 316227 275.943 108.064 4.34016 0.77139
2395 2394.55 147 2 316227 266.298 108.064 4.3437 0.771383
2396 2395.55 147 2 316227 256.992 108.064 4.3473 0.771376
2397 2396.55 147 2 316227 248.012 108.064 4.35097 0.771368
2398 2397.55 147 2 316227 239.347 108.064 4.35471 0.77136
2399 2398.55 147 2 316227 230.986 108.063 4.35851 0.771352
2400 2399.55 147 2 316227 222.919 108.063 4.36239 0.771343
2401 2400.55 147 2 316227 215.135 108.063 4.36633 0.771334
2402 2401.55 147 2 316227 207.623 108.063 4.37035 0.771325
2403 2402.55 147 2 316227 200.376 108.063 4.37443 0.771316
2404 2403.55 147 2 316227 193.383 108.063 4.3786 0.771306
2405 2404.55 147 2 316227 186.635 108.063 4.38284 0.771296
2406 2405.55 147 2 316227 180.124 108.063 4.38715 0.771286
2407 2406.55 147 2 316227 173.841 108.063 4.39155 0.771276
2408 2407.55 147 2 316227 167.779 108.063 4.39602 0.771265
2409 2408.55 147 2 316227 161.929 108.063 4.40058 0.771254
2410 2409.55 147 2 316227 156.285 108.063 4.40522 0.771243
2411 2410.55 147 2 316227 150.839 108.063 4.40994 0.771232
2412 2411.55 147 2 316227 145.583 108.063 4.41475 0.77122
2413 2412.55 147 2 316227 140.513 108.063 4.41965 0.771208
2414 2413.55 147 2 316227 135.62 108.063 4.42463 0.771196
2415 2414.55 147 2 316228 130.898 108.063 4.42971 0.771183
2416 2415.55 147 2 316228 126.342 108.063 4.43488 0.771171
2417 2416.55 147 2 316228 121.946 108.063 4.44014 0.771157
2418 2417.55 147 2 316228 117.704 108.062 4.4455 0.771144
2419 2418.55 147 2 316228 113.611 108.062 4.45095 0.77113
2420 2419.55 147 2 316228 109.661 108.062 4.45651 0.771116
2421 2420.55 147 2 316228 105.849 108.062 4.46216 0.771102
2422 2421.55 147 2 316228 102.172 108.062 4.46792 0.771088
2423 2422.55 147 2 316228 98.6228 108.062 4.47379 0.771073
2424 2423.55 147 2 316228 95.1982 108.062 4.47976 0.771058
2425 2424.55 147 2 316228 91.8936 108.062 4.48584 0.771042
2426 2425.55 147 2 316228 88.7047 108.062 4.49202 0.771026
2427 2426.55 147 2 316228 85.6276 108.062 4.49832 0.77101
2428 2427.55 147 2 316228 82.6582 108.062 4.50474 0.770994
2429 2428.55 147 2 316228 79.7928 108.062 4.51127 0.770977
2430 2429.55 147 2 316228 77.0277 108.062 4.51792 0.77096
2431 2430.55 147 2 316228 74.3593 108.062 4.52469 0.770943
2432 2431.55 147 2 316228 71.7844 108.062 4.53159 0.770925
2433 2432.55 147 2 316228 69.2996 108.062 4.5386 0.770907
2434 2433.55 147 2 316228 66.9017 108.062 4.54575 0.770889
2435 2434.55 147 2 316228 64.5876 108.062 4.55302 0.77087
2436 2435.55 147 2 316228 62.3546 108.062 4.56043 0.770851
2437 2436.55 147 2 316228 60.1996 108.062 4.56797 0.770832
2438 2437.55 147 2 316228 58.1199 108.062 4.57564 0.770812
2439 2438.55 147 2 316228 56.1129 108.062 4.58346 0.770792
2440 2439.55 147 2 316228 54.1761 108.062 4.59141 0.770772
2441 2440.55 147 2 316228 52.3069 108.062 4.59951 0.770751
2442 2441.55 147 2 316228 50.5031 108.062 4.60776 0.77073
2443 2442.55 147 2 316228 48.7622 108.062 4.61615 0.770708
2444 2443.55 147 2 316228 47.0821 108.062 4.62469 0.770686
2445 2444.55 147 2 316228 45.4607 108.062 4.63339 0.770664
2446 2445.55 147 2 316228 43.8959 108.062 4.64224 0.770641
2447 2446.55 147 2 316228 42.3856 108.062 4.65126 0.770618
2448 2447.55 147 2 316228 40.9281 108.062 4.66043 0.770595
2449 2448.55 147 2 316228 39.5214 108.062 4.66977 0.770571
2450 2449.55 147 2 316228 38.1637 108.062 4.67928 0.770547
2451 2450.55 147 2 316228 36.8534 108.062 4.68895 0.770522
2452 2451.55 147 2 316228 35.5887 108.062 4.6988 0.770497
2453 2452.55 147 2 316228 34.3681 108.062 4.70883 0.770472
2454 2453.55 147 2 316228 33.19 108.062 4.71903 0.770446
2455 2454.55 147 2 316228 32.0529 108.062 4.72942 0.770419
2456 2455.55 147 2 316228 30.9554 108.062 4.73999 0.770393
2457 2456.55 147 2 316228 29.8961 108.062 4.75074 0.770365
2458 2457.55 147 2 316228 28.8737 108.062 4.76169 0.770338
2459 2458.55 147 2 316228 27.8868 108.062 4.77284 0.77031
2460 2459.55 147 2 316228 26.9343 108.062 4.78418 0.770281
2461 2460.55 147 2 316228 26.0148 108.062 4.79572 0.770252
2462 2461.55 147 2 316228 25.1273 108.062 4.80746 0.770222
2463 2462.55 147 2 316228 24.2706 108.062 4.81941 0.770192
2464 2463.55 147 2 316228 23.4437 108.062 4.83157 0.770162
2465 2464.55 147 2 316228 22.6455 108.062 4.84395 0.770131
2466 2465.55 147 2 316228 21.875 108.062 4.85654 0.7701
2467 2466.55 147 2 316228 21.1312 108.062 4.86936 0.770068
2468 2467.55 147 2 316228 20.4132 108.062 4.88239 0.770035
2469 2468.55 147 2 316228 19.7201 108.062 4.89566 0.770002
2470 2469.55 147 2 316228 19.051 108.062 4.90915 0.769969
2471 2470.55 147 2 316228 18.4051 108.062 4.92289 0.769935
2472 2471.55 147 2 316228 17.7815 108.062 4.93685 0.7699
2473 2472.55 147 2 316228 17.1795 108.062 4.95106 0.769865
2474 2473.55 147 2 316228 16.5984 108.062 4.96552 0.76983
2475 2474.55 147 2 316228 16.0373 108.062 4.98023 0.769794
2476 2475.55 147 2 316228 15.4957 108.062 4.99518 0.769757
2477 2476.55 147 2 316228 14.9728 108.062 5.0104 0.76972
2478 2477.55 147 2 316228 14.4679 108.062 5.02587 0.769682
2479 2478.55 147 2 316228 13.9805 108.062 5.04161 0.769644
2480 2479.55 147 2 316228 13.5098 108.062 5.05761 0.769605
2481 2480.55 147 2 316228 13.0554 108.062 5.07389 0.769566
2482 2481.55 147 2 316228 12.6167 108.062 5.09044 0.769526
2483 2482.55 147 2 316228 12.1931 108.062 5.10727 0.769485
2484 2483.55 147 2 316228 11.7841 108.062 5.12439 0.769444
2485 2484.55 147 2 316228 11.3892 108.062 5.14179 0.769402
2486 2485.55 147 2 316228 11.0079 108.062 5.15948 0.769359
2487 2486.55 147 2 316228 10.6396 108.062 5.17746 0.769316
2488 2487.55 147 2 316228 10.2841 108.062 5.19574 0.769273
2489 2488.55 147 2 316228 9.94073 108.062 5.21432 0.769229
2490 2489.55 147 2 316228 9.60918 108.062 5.23321 0.769184
2491 2490.55 147 2 316228 9.28901 108.062 5.25241 0.769138
2492 2491.55 147 2 316228 8.97981 108.062 5.27191 0.769092
2493 2492.55 147 2 316228 8.68122 108.062 5.29174 0.769045
2494 2493.55 147 2 316228 8.39287 108.062 5.31188 0.768998
2495 2494.55 147 2 316228 8.11438 108.062 5.33235 0.76895
2496 2495.55 147 2 316228 7.84543 108.062 5.35314 0.768901
2497 2496.55 147 2 316228 7.58568 108.062 5.37426 0.768851
2498 2497.55 147 2 316228 7.3348 108.062 5.39571 0.768801
2499 2498.55 147 2 316228 7.0925 108.062 5.4175 0.76875
2500 2499.55 147 2 316228 6.85847 108.062 5.43963 0.768699
2501 2500.55 147 2 316228 6.63243 108.062 5.4621 0.768647
2502 2501.55 147 2 316228 6.41409 108.062 5.48491 0.768594
2503 2502.55 147 2 316228 6.20319 108.062 5.50808 0.76854
2504 2503.55 147 2 316228 5.99948 108.062 5.53159 0.768486
2505 2504.55 147 2 316228 5.8027 108.062 5.55546 0.768431
2506 2505.55 147 2 316228 5.61261 108.062 5.57968 0.768376
2507 2506.55 147 2 316228 5.42898 108.062 5.60425 0.768319
2508 2507.55 147 2 316228 5.25158 108.062 5.62919 0.768262
2509 2508.55 147 2 316228 5.08021 108.062 5.65449 0.768204
2510 2509.55 147 2 316228 4.91465 108.062 5.68015 0.768146
2511 2510.55 147 2 316228 4.75469 108.062 5.70617 0.768087
2512 2511.55 147 2 316228 4.60016 108.062 5.73256 0.768027
2513 2512.55 147 2 316228 4.45085 108.062 5.75932 0.767966
2514 2513.55 147 2 316228 4.30659 108.062 5.78644 0.767905
2515 2514.55 147 2 316228 4.1672 108.062 5.81393 0.767842
2516 2515.55 147 2 316228 4.03251 108.061 5.84179 0.767779
2517 2516.55 147 2 316228 3.90237 108.061 5.87002 0.767716
2518 2517.55 147 2 316228 3.77662 108.061 5.89861 0.767651
2519 2518.55 147 2 316228 3.65509 108.061 5.92757 0.767586
2520 2519.55 147 2 316228 3.53766 108.061 5.95689 0.76752
2521 2520.55 147 2 316228 3.42417 108.061 5.98658 0.767454
2522 2521.55 147 2 316228 3.31449 108.061 6.01663 0.767386
2523 2522.55 147 2 316228 3.2085 108.061 6.04703 0.767318
2524 2523.55 147 2 316228 3.10605 108.061 6.07779 0.767249
2525 2524.55 147 2 316228 3.00704 108.061 6.10891 0.767179
2526 2525.55 147 2 316228 2.91134 108.061 6.14037 0.767109
2527 2526.55 147 2 316228 2.81884 108.061 6.17218 0.767038
2528 2527.55 147 2 316228 2.72942 108.061 6.20433 0.766966
2529 2528.55 147 2 316228 2.64299 108.061 6.23681 0.766893
2530 2529.55 147 2 316228 2.55944 108.061 6.26963 0.76682
2531 2530.55 147 2 316228 2.47867 108.061 6.30276 0.766745
2532 2531.55 147 2 316228 2.40059 108.061 6.33621 0.76667
2533 2532.55 147 2 316228 2.3251 108.061 6.36997 0.766595
2534 2533.55 147 2 316228 2.25211 108.061 6.40402 0.766518
2535 2534.55 147 2 316228 2.18155 108.061 6.43836 0.766441
2536 2535.55 147 2 316228 2.11332 108.061 6.47299 0.766363
2537 2536.55 147 2 316228 2.04735 108.061 6.50788 0.766284
2538 2537.55 147 2 316228 1.98356 108.061 6.54303 0.766204
2539 2538.55 147 2 316228 1.92187 108.061 6.57843 0.766124
2540 2539.55 147 2 316228 1.86222 108.061 6.61406 0.766043
2541 2540.55 147 2 316228 1.80453 108.061 6.64991 0.765961
2542 2541.55 147 2 316228 1.74874 108.061 6.68596 0.765879
2543 2542.55 147 2 316228 1.69478 108.061 6.7222 0.765795
2544 2543.55 147 2 316228 1.64259 108.061 6.75862 0.765712
2545 2544.55 147 2 316228 1.59211 108.061 6.79519 0.765627
2546 2545.55 147 2 316228 1.54328 108.061 6.8319 0.765541
2547 2546.55 147 2 316228 1.49605 108.061 6.86872 0.765455
2548 2547.55 147 2 316228 1.45036 108.061 6.90564 0.765368
2549 2548.55 147 2 316228 1.40616 108.061 6.94264 0.765281
2550 2549.55 147 2 316228 1.3634 108.061 6.9797 0.765193
2551 2550.55 147 2 316228 1.32203 108.061 7.01679 0.765104
2552 2551.55 147 2 316228 1.282 108.061 7.05389 0.765014
2553 2552.55 147 2 316228 1.24327 108.061 7.09097 0.764924
2554 2553.55 147 2 316228 1.20579 108.061 7.12801 0.764833
2555 2554.55 147 2 316228 1.16952 108.061 7.16498 0.764741
2556 2555.55 147 2 316228 1.13443 108.061 7.20185 0.764649
2557 2556.55 147 2 316228 1.10046 108.061 7.2386 0.764556
2558 2557.55 147 2 316228 1.06759 108.061 7.2752 0.764463
2559 2558.55 147 2 316228 1.03578 108.061 7.31161 0.764368
2560 2559.55 147 2 316228 1.00498 108.061 7.34781 0.764274
2561 2560.55 147 2 316228 0.975177 108.061 7.38376 0.764178
2562 2561.55 147 2 316228 0.946323 108.061 7.41943 0.764082
2563 2562.55 147 2 316228 0.918391 108.061 7.45478 0.763986
2564 2563.55 147 2 316228 0.891349 108.061 7.48979 0.763889
2565 2564.55 147 2 316228 0.865168 108.061 7.52442 0.763791
