timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
1523 1522.84 128 4 315989 58287.1 60.0075 5.52259 0.58609
1524 1523.84 128 4 315967 63365.8 59.9533 5.3304 0.584103
1525 1524.84 128 4 315942 68980.6 59.8936 5.15576 0.582421
1526 1525.84 128 4 315915 75172.2 59.8281 4.99846 0.581049
1527 1526.84 128 4 315886 81980.8 59.7561 4.85784 0.579986
1528 1527.84 128 4 315854 89445.5 59.6771 4.73292 0.579232
1529 1528.84 128 4 315819 97602.5 59.5903 4.62256 0.578786
1530 1529.84 127 4 315782 106484 59.4951 4.5256 0.578646
1531 1530.84 127 4 315743 116116 59.3909 4.44086 0.578809
1532 1531.84 127 4 315701 126518 59.277 4.36721 0.579274
1533 1532.84 127 4 315657 137697 59.1526 4.3036 0.580038
1534 1533.06 128 4 315651 140303 59.1163 4.57396 0.58025
1535 1534.06 128 4 315601 152428 58.9862 4.238 0.581375
1536 1535.06 128 4 315553 165301 58.8359 4.19336 0.582792
1537 1536.06 128 4 315504 178883 58.674 4.15593 0.584498
1538 1537.06 128 4 315454 193115 58.4994 4.12502 0.586486
1539 1538.06 128 4 315404 207915 58.3119 4.09999 0.58875
1540 1539.06 128 4 315355 223178 58.1113 4.08029 0.591283
1541 1540.06 128 4 315308 238778 57.8977 4.0654 0.594075
1542 1541.06 128 4 315263 254565 57.6713 4.05486 0.597112
1543 1542.06 128 4 315221 270368 57.4326 4.04825 0.600381
1544 1543.06 128 4 315182 285999 57.1822 4.0452 0.603862
1545 1544.06 128 4 315149 301256 56.9212 4.04534 0.607537
1546 1545.06 128 4 315121 315929 56.6507 4.04835 0.611382
1547 1546.49 128 4 315092 335410 56.2521 4.05698 0.617106
1548 1547.49 128 4 315079 347796 55.9642 4.0657 0.621255
1549 1548.49 128 4 315073 358904 55.6727 4.07628 0.62548
1550 1549.49 127 4 315075 368569 55.379 4.08849 0.629752
1551 1550.35 127 5 315081 375638 55.1253 4.11381 0.633454
1552 1551.35 127 5 315095 382265 54.8323 4.11478 0.637735
1553 1552.35 127 5 315115 387135 54.5426 4.13039 0.64198
1554 1553.35 126 5 315140 390208 54.2575 4.14681 0.646164
1555 1554.35 125 5 315171 391478 53.9785 4.16386 0.650264
1556 1555.35 125 5 315205 390976 53.7072 4.1814 0.654257
1557 1556.35 124 5 315243 388763 53.4445 4.19929 0.658127
1558 1557.35 124 5 315283 384929 53.1914 4.21743 0.661859
1559 1558.35 124 5 315325 379587 52.9486 4.23574 0.66544
1560 1559.35 124 5 315369 372869 52.7167 4.25414 0.668863
1561 1560.35 124 5 315413 364918 52.4959 4.27259 0.672121
1562 1561.35 124 5 315457 355888 52.2864 4.29106 0.67521
1563 1562.58 125 5 315504 343501 52.0471 4.26707 0.678783
1564 1563.58 124 4 315553 332621 51.8585 4.3323 0.681494
1565 1564.58 123 4 315594 321158 51.6861 4.35079 0.68404
1566 1565.58 123 4 315634 309252 51.5233 4.36935 0.686423
1567 1566.58 123 3 315672 297037 51.3707 4.38799 0.688648
1568 1567.58 122 3 315708 284635 51.2279 4.40678 0.690722
1569 1568.58 122 3 315742 272154 51.0944 4.42576 0.69265
1570 1569.58 122 3 315775 259693 50.9699 4.44501 0.694439
1571 1570.58 121 3 315806 247337 50.8537 4.4646 0.696095
1572 1571.75 121 4 315839 233089 50.7272 4.48809 0.697875
1573 1572.75 121 4 315866 221201 50.6279 4.50867 0.699265
1574 1573.75 121 4 315891 209615 50.5352 4.52985 0.700543
1575 1574.75 121 4 315914 198372 50.4489 4.55172 0.701715
1576 1575.75 121 4 315936 187503 50.3687 4.57438 0.702787
1577 1576.75 121 4 315956 177032 50.2941 4.59793 0.703765
1578 1577.75 121 4 315975 166977 50.2246 4.62248 0.704655
1579 1578.75 121 4 315992 157348 50.1601 4.64815 0.70546
1580 1579.75 121 4 316008 148152 50.1001 4.67505 0.706185
1581 1580.75 121 4 316023 139390 50.0442 4.70331 0.706835
1582 1581.75 121 4 316037 131059 49.9923 4.73307 0.707414
1583 1582.75 121 4 316050 123155 49.944 4.76448 0.707923
1584 1583.75 121 4 316062 115667 49.8991 4.79769 0.708366
1585 1584.75 121 4 316073 108588 49.8572 4.83289 0.708744
1586 1585.75 121 4 316084 101904 49.8182 4.87029 0.709058
1587 1586.75 121 4 316093 95603.9 49.782 4.91011 0.709307
1588 1587.75 121 4 316102 89673.2 49.7482 4.95266 0.709487
1589 1588.75 121 4 316110 84098.4 49.7167 4.99829 0.709593
1590 1589.75 121 4 316117 78865.9 49.6873 5.04747 0.709615
1591 1590.75 121 4 316124 73962.3 49.6599 5.10082 0.709537
1592 1591.75 120 4 316130 69375.6 49.6343 5.1592 0.709335
1593 1592.75 120 4 316136 65094.7 49.6104 5.22381 0.70897
1594 1593.75 120 4 316141 61110.9 49.5881 5.29637 0.708387
1595 1594.75 120 4 316145 57418.5 49.5673 5.37939 0.7075
1596 1595.75 120 4 316149 54015.5 49.5479 5.47653 0.706188
1597 1596.75 120 4 316152 50905.6 49.5298 5.59318 0.70427
1598 1597.75 120 4 316153 48099.8 49.5128 5.73727 0.701489
1599 1598.75 120 4 316154 45619.7 49.497 5.92032 0.697482
1600 1599.75 120 4 316153 43500.8 49.4824 6.15876 0.691753
1601 1600.75 120 4 316149 41798.2 49.4687 6.47495 0.683653
1602 1601.75 120 4 316143 40594.2 49.4561 6.89612 0.672386
1603 1602.75 120 4 316133 40008.3 49.4446 7.44612 0.657083
1604 1603.75 120 4 316118 40211.5 49.4341 8.11748 0.636973
1605 1604.75 120 4 316096 41446.4 49.4249 8.80676 0.611687
1606 1605.75 120 4 316064 44053.4 49.4169 9.23789 0.581621
1607 1606.75 120 4 316018 48507.7 49.4104 9.04622 0.548182
1608 1607.75 120 4 315953 55467.8 49.4056 8.15214 0.513679
1609 1608.75 120 4 315863 65839.8 49.4028 6.92362 0.480782
1610 1609.75 120 4 315737 80859.1 49.4023 5.78211 0.45179
1611 1610.75 120 4 315564 102190 49.4043 4.90615 0.428114
1612 1611.75 120 4 315327 132041 49.4085 4.29226 0.410213
1613 1612.75 120 4 315007 173273 49.414 3.87974 0.397861
1614 1613.75 120 4 314580 229475 49.4178 3.60928 0.390522
1615 1614.75 120 4 314021 304930 49.4135 3.43692 0.387658
1616 1615.75 120 4 313309 404368 49.3884 3.33319 0.388893
1617 1616.16 120 5 313064 452641 49.2834 3.84421 0.390524
1618 1617.16 120 5 312032 593295 49.2858 3.26856 0.397318
1619 1618.58 120 6 310472 849435 48.9659 3.27422 0.41403
1620 1619.58 119 6 309337 1.06468e+06 48.5041 3.31277 0.430854
1621 1620.58 118 6 308329 1.29871e+06 47.8118 3.37573 0.45176
1622 1621.56 118 7 307758 1.53014e+06 46.81 3.69757 0.475609
1623 1622.62 119 7 307338 1.76218e+06 45.5856 3.56605 0.504148
1624 1623.62 118 7 307571 1.94123e+06 44.1786 3.6801 0.531957
1625 1624.62 118 7 308252 2.06664e+06 42.7641 3.79864 0.558982
1626 1625.05 112 10 308523 2.10181e+06 42.2705 4.00613 0.570016
1627 1626.05 111 10 309705 2.1411e+06 40.9056 3.96298 0.593596
1628 1627.39 113 10 310927 2.10833e+06 39.622 4.07372 0.619918
1629 1628.39 113 10 312183 2.03411e+06 38.6891 4.185 0.635663
1630 1629.41 113 11 312993 1.92854e+06 38.0791 4.23461 0.648507
1631 1630.59 115 8 313843 1.78146e+06 37.4645 4.32964 0.660185
1632 1631.59 115 7 314359 1.64787e+06 37.0947 4.37825 0.667779
1633 1632.59 113 7 314757 1.51235e+06 36.7935 4.41891 0.673752
1634 1633.18 114 7 314906 1.4334e+06 36.6682 4.27723 0.676654
1635 1634.24 113 7 315221 1.29558e+06 36.4192 4.47355 0.680942
1636 1635.24 113 7 315418 1.1729e+06 36.2582 4.50172 0.684074
1637 1636.24 112 7 315568 1.05839e+06 36.1232 4.52802 0.686497
1638 1637.15 113 7 315670 962069 36.024 4.50579 0.688176
1639 1638.15 111 7 315765 864492 35.9287 4.57831 0.689519
1640 1639.15 111 7 315834 775787 35.8522 4.60801 0.690344
1641 1640.15 111 7 315885 695689 35.788 4.64306 0.690614
1642 1641.15 111 7 315921 623848 35.7341 4.68708 0.690217
1643 1642.15 111 7 315942 559902 35.6891 4.74549 0.688937
1644 1643.15 110 7 315950 503547 35.6517 4.82675 0.686406
1645 1644.15 110 7 315941 454589 35.6212 4.94418 0.682038
1646 1645.15 110 6 315914 413021 35.5975 5.11877 0.674953
1647 1646.15 110 6 315861 379094 35.5806 5.38308 0.663902
1648 1647.76 111 6 315703 342413 35.5712 6.11996 0.63383
1649 1648.76 111 6 315536 332616 35.5767 6.86078 0.604971
1650 1649.76 111 6 315293 335486 35.5957 7.79819 0.567719
1651 1650.76 111 6 314947 354334 35.6304 8.63674 0.523899
1652 1651.91 112 6 314369 402203 35.697 8.7372 0.470657
1653 1652.91 112 6 313671 472753 35.7709 7.90797 0.42887
1654 1653.91 112 6 312745 577865 35.8638 6.80738 0.395816
1655 1654.91 112 6 311566 724803 35.9578 5.90079 0.373802
1656 1655.7 112 7 310576 873627 35.9665 5.64517 0.364462
1657 1656.14 112 8 310040 969515 35.9134 5.87123 0.362175
1658 1657.38 112 9 307838 1.29023e+06 35.9409 4.83823 0.365971
1659 1658.32 112 12 306588 1.56513e+06 35.5573 4.89054 0.377571
1660 1659.32 111 12 305438 1.86705e+06 34.9746 4.73028 0.396459
1661 1660.15 111 14 305128 2.10264e+06 34.1777 4.94321 0.415818
1662 1661.15 111 14 305345 2.33845e+06 33.0829 4.90252 0.441201
1663 1662.37 110 14 306564 2.52425e+06 31.6151 5.11241 0.471841
1664 1663.37 110 14 307839 2.58326e+06 30.5658 5.30743 0.494279
1665 1664.07 106 14 308865 2.5779e+06 29.8975 5.37127 0.507996
1666 1665.98 109 16 311802 2.41344e+06 28.4162 5.60848 0.536024
1667 1666.66 109 16 312413 2.31947e+06 28.1557 5.59536 0.543031
1668 1667.8 107 16 313459 2.14188e+06 27.6453 5.79022 0.551888
1669 1668.09 106 17 313591 2.09378e+06 27.6117 5.53844 0.553679
1670 1669.28 107 14 314324 1.89609e+06 27.2169 5.95368 0.559243
1671 1670.57 107 14 314730 1.68532e+06 26.974 5.84835 0.562698
1672 1671.02 107 14 314838 1.61575e+06 26.898 5.81583 0.563337
1673 1672.47 106 13 315160 1.40622e+06 26.6709 6.31265 0.563468
1674 1673.47 105 13 315235 1.27849e+06 26.5656 6.4785 0.561432
1675 1674.06 106 13 315232 1.21124e+06 26.5124 6.34212 0.55901
1676 1675.06 106 12 315130 1.11276e+06 26.4347 6.9048 0.551365
1677 1676.06 106 12 314802 1.0421e+06 26.3923 7.40809 0.5357
1678 1677.06 105 12 314031 1.01673e+06 26.4077 8.28634 0.504853
1679 1678.1 105 12 312514 1.0789e+06 26.4394 9.81345 0.447165
1680 1679.2 104 13 308116 1.3404e+06 27.0101 8.93593 0.358743
1681 1680.2 104 13 300632 1.90289e+06 27.8587 6.10857 0.281298
1682 1681.02 104 14 291777 2.73021e+06 27.9825 6.39904 0.242444
1683 1682.01 103 17 277737 4.27209e+06 29.1519 5.07499 0.239563
1684 1683.06 102 24 263801 6.28241e+06 28.5985 4.51407 0.295567
1685 1684.15 105 28 260491 7.9422e+06 24.1202 4.47719 0.399634
1686 1685.93 94 30 287166 8.56228e+06 17.379 4.67807 0.529162
1687 1686.16 92 30 289398 8.50118e+06 18.0607 4.77392 0.536857
1688 1687.16 91 33 297898 8.07576e+06 17.0534 5.03031 0.552342
1689 1688.22 92 29 302716 7.58272e+06 16.4371 5.56969 0.545317
1690 1689.18 91 29 302791 7.25938e+06 16.1756 6.16135 0.524189
1691 1690.05 93 30 300152 7.15682e+06 15.959 7.08393 0.49503
1692 1691.1 95 29 293700 7.38994e+06 15.8837 8.82731 0.450168
1693 1692.03 95 31 284056 8.05459e+06 16.3011 10.5754 0.406134
1694 1693.24 99 34 264493 9.76993e+06 17.9617 11.4949 0.356674
1695 1694.21 97 34 245845 1.1673e+07 19.7048 10.9653 0.334063
1696 1695.35 100 37 233025 1.37702e+07 19.7964 9.3874 0.314685
1697 1696.27 98 41 237865 1.47202e+07 15.8249 9.53328 0.281301
1698 1697.11 100 42 251139 1.49046e+07 12.9201 9.60661 0.232741
1699 1698.1 104 45 269983 1.44625e+07 10.8158 9.73772 0.169019
1700 1699.15 105 42 287468 1.35153e+07 9.60645 9.91924 0.113343
1701 1700.07 107 40 297861 1.2476e+07 9.0861 9.90612 0.0784957
1702 1701.06 111 39 305142 1.12924e+07 8.70699 9.99661 0.0535659
1703 1702.1 113 35 309606 1.00685e+07 8.47065 10.1294 0.0369018
1704 1703.38 114 32 311841 8.7356e+06 8.30346 10.7858 0.024684
1705 1704.14 114 33 310663 8.11962e+06 8.28452 10.8493 0.0198134
1706 1705.42 113 34 294696 7.99567e+06 8.61473 13.5722 0.0133974
1707 1706.02 113 34 277301 8.92559e+06 8.2693 17.4826 0.0106641
1708 1707.11 114 43 200146 1.40814e+07 9.20865 20.8282 0.00729422
1709 1708.08 114 51 101849 2.07314e+07 9.79245 19.5214 0.00940985
1710 1709.05 109 54 38678.8 2.40501e+07 10.2503 18.8906 0.0283856
1711 1710.01 107 56 17787.9 2.38693e+07 19.7906 18.6021 0.13254
1712 1711.09 106 59 17022.1 2.21861e+07 48.0542 18.6064 0.456609
1713 1712.09 104 53 31294.5 2.03335e+07 27.0983 19.8936 0.655142
1714 1713.09 105 50 67455.6 1.85129e+07 21.2238 20.0341 0.716116
1715 1714.09 105 47 138254 1.67684e+07 20.6441 20.2162 0.735372
1716 1715.37 106 44 246702 1.46378e+07 32.3776 19.253 0.744857
1717 1716.31 108 42 285795 1.31631e+07 33.6624 19.4495 0.748526
1718 1717.61 109 39 310636 1.13116e+07 32.5659 21.1979 0.751933
1719 1718.31 111 38 312314 1.04089e+07 33.9036 20.4291 0.753359
1720 1719.02 115 38 313139 9.56138e+06 33.7406 19.8321 0.754617
1721 1720.07 116 37 314060 8.42489e+06 33.3302 21.6195 0.756217
1722 1721.26 122 35 314458 7.29754e+06 33.0726 20.3787 0.75773
1723 1722 124 34 314684 6.66244e+06 32.8998 20.3535 0.758555
1724 1723 122 33 315019 5.89321e+06 32.6677 22.4828 0.759532
1725 1724 120 30 315211 5.21029e+06 32.5088 22.6111 0.760378
1726 1725.22 120 28 315395 4.48018e+06 32.3348 22.6852 0.761254
1727 1726.22 120 27 315518 3.95797e+06 32.2176 22.8448 0.761852
1728 1727.22 120 27 315615 3.4959e+06 32.1178 22.9335 0.762343
1729 1728.01 121 27 315663 3.17229e+06 32.0579 20.8871 0.762642
1730 1729.12 122 27 315747 2.76122e+06 31.9706 23.0916 0.762907
1731 1730.12 122 26 315789 2.4394e+06 31.9183 23.182 0.762909
1732 1731.2 124 26 315807 2.13808e+06 31.881 21.9743 0.762504
1733 1732.2 124 26 315805 1.89281e+06 31.8653 23.46 0.761475
1734 1733.2 124 26 315764 1.67993e+06 31.8801 23.703 0.759337
1735 1734.2 124 26 315671 1.49784e+06 31.9352 24.0984 0.755266
1736 1735.63 125 24 315395 1.29057e+06 32.1306 25.1508 0.743112
1737 1736.63 125 24 315038 1.18677e+06 32.395 26.3913 0.726991
1738 1737.63 125 23 314465 1.12292e+06 32.8417 27.9239 0.701132
1739 1738.76 125 24 313422 1.11202e+06 33.7029 28.47 0.65758
1740 1739.76 125 24 311987 1.17383e+06 34.9738 25.1935 0.608005
1741 1740.5 126 24 310661 1.27717e+06 36.3558 20.8974 0.568928
1742 1741.43 127 24 308161 1.48934e+06 39.1215 14.948 0.526237
1743 1742.54 127 24 304407 1.88076e+06 44.4374 10.4215 0.495444
1744 1743.51 127 24 300906 2.34258e+06 51.8384 8.44854 0.492765
1745 1744.56 127 25 297934 2.91767e+06 63.9526 7.60498 0.515582
1746 1745.56 127 25 296243 3.45155e+06 79.9677 6.91058 0.557016
1747 1746.56 127 24 297144 3.86982e+06 96.9386 6.81547 0.60857
1748 1747.36 127 25 299245 4.07506e+06 108.247 6.98337 0.650653
1749 1748.36 126 25 303131 4.15172e+06 115.924 6.99236 0.69654
1750 1749 126 26 304854 4.10869e+06 119.357 7.05859 0.720475
1751 1750.83 127 29 310878 3.72193e+06 118.114 7.29627 0.767571
1752 1751.09 127 28 311211 3.64721e+06 118.99 6.95453 0.77212
1753 1752.09 127 26 313024 3.34332e+06 117.256 7.3845 0.785907
1754 1753.68 130 25 314395 2.84808e+06 116.146 7.29735 0.799493
1755 1754.68 130 25 315031 2.55089e+06 115.506 7.46408 0.80483
1756 1755.49 131 25 315296 2.32482e+06 115.217 7.30824 0.807998
1757 1756.04 131 24 315426 2.18019e+06 115.029 7.08268 0.809716
1758 1757.07 132 23 315685 1.92825e+06 114.627 7.48102 0.812245
1759 1758.07 132 23 315824 1.70803e+06 114.406 7.48158 0.81406
1760 1759.07 132 22 315922 1.51052e+06 114.219 7.48019 0.815434
1761 1760.63 132 22 316023 1.24385e+06 113.999 7.47569 0.816976
1762 1761.63 132 22 316066 1.09714e+06 113.898 7.47195 0.817696
1763 1762.79 133 22 316103 947959 113.802 7.46717 0.818346
1764 1763.79 133 21 316127 835099 113.737 7.46282 0.818789
1765 1764.79 133 21 316145 735374 113.682 7.4584 0.819147
1766 1765.79 133 21 316160 647342 113.637 7.45398 0.819438
1767 1766.77 133 21 316171 571370 113.6 7.42654 0.819671
1768 1767.77 133 21 316180 502725 113.568 7.44549 0.819864
1769 1768.77 133 21 316188 442247 113.542 7.44145 0.82002
1770 1769.77 133 21 316194 388988 113.519 7.43766 0.820145
1771 1770.77 133 21 316199 342103 113.5 7.43421 0.82024
1772 1771.77 133 21 316203 300843 113.484 7.4312 0.820309
1773 1772.77 133 21 316206 264543 113.47 7.42876 0.820352
1774 1773.77 133 21 316209 232617 113.458 7.42705 0.820369
1775 1774.77 133 21 316211 204542 113.448 7.4263 0.820357
1776 1775.77 133 21 316213 179862 113.44 7.42681 0.820313
1777 1776.77 133 21 316215 158171 113.433 7.42894 0.820231
1778 1777.77 133 21 316216 139111 113.427 7.43321 0.820103
1779 1778.77 133 21 316217 122370 113.422 7.44029 0.819917
1780 1779.77 133 21 316218 107670 113.418 7.45105 0.819657
1781 1780.77 133 21 316218 94769.1 113.415 7.46666 0.819303
1782 1781.77 133 21 316218 83452.7 113.412 7.48865 0.818827
1783 1782.77 133 21 316219 73533.8 113.411 7.51905 0.818191
1784 1783.77 133 21 316218 64848.2 113.41 7.56052 0.817347
1785 1784.77 133 20 316218 57252 113.409 7.61656 0.816233
1786 1785.77 133 20 316218 50620.1 113.41 7.6917 0.814768
1787 1786.77 133 20 316217 44843.1 113.411 7.79189 0.812849
1788 1787.77 133 20 316216 39826 113.413 7.9246 0.810348
1789 1788.77 133 20 316215 35487.1 113.416 8.09921 0.807106
1790 1789.77 133 20 316214 31756 113.42 8.32684 0.802934
1791 1790.77 133 20 316212 28572.9 113.425 8.61972 0.797619
1792 1791.77 133 20 316210 25887.8 113.43 8.98882 0.790927
1793 1792.77 133 20 316207 23659.4 113.438 9.43837 0.782632
1794 1793.77 133 20 316204 21854.5 113.446 9.95478 0.772544
1795 1794.77 133 20 316200 20447.9 113.457 10.4885 0.76056
1796 1795.77 133 20 316196 19421.9 113.469 10.9341 0.746712
1797 1796.77 133 20 316191 18765.9 113.483 11.1323 0.731221
1798 1797.77 133 20 316185 18476.8 113.501 10.9286 0.714505
1799 1798.77 133 20 316177 18558.6 113.521 10.2806 0.69716
1800 1799.77 133 19 316169 19022.9 113.544 9.31031 0.679882
1801 1800.77 133 19 316159 19889.5 113.572 8.22868 0.663364
1802 1801.77 133 18 316148 21186.1 113.604 7.21328 0.64819
1803 1802.77 133 18 316135 22949.8 113.642 6.35394 0.634764
1804 1803.46 134 18 316126 24466.6 113.669 6.0129 0.626617
1805 1804.46 134 18 316107 27131.3 113.721 5.28961 0.616516
1806 1805.46 134 18 316087 30411.9 113.777 4.85374 0.608327
1807 1806.46 134 18 316064 34384.9 113.844 4.52547 0.601882
1808 1807.46 134 17 316037 39139.1 113.92 4.27924 0.596969
1809 1808.46 134 17 316005 44777 114.009 4.09475 0.593368
1810 1809.46 134 16 315969 51414.7 114.112 3.95656 0.590872
1811 1810.46 134 16 315928 59182.7 114.23 3.85309 0.589308
1812 1811.46 134 16 315880 68225.3 114.365 3.77582 0.588531
1813 1812.46 134 16 315826 78699.3 114.521 3.7184 0.588432
1814 1813.46 134 16 315765 90772.1 114.697 3.67619 0.588931
1815 1814.46 134 16 315695 104618 114.897 3.64576 0.589973
1816 1815.46 134 16 315617 120414 115.122 3.62459 0.591525
1817 1816.46 134 16 315531 138329 115.374 3.61086 0.593572
1818 1817.46 134 16 315435 158518 115.653 3.60322 0.596113
1819 1818.46 134 16 315331 181106 115.958 3.60072 0.599156
1820 1819.46 134 16 315218 206177 116.29 3.60266 0.602716
1821 1820.06 134 18 315166 222522 116.464 3.99425 0.605122
1822 1821.06 134 18 315024 251584 116.875 3.61391 0.609547
1823 1822.06 134 18 314896 283002 117.249 3.62555 0.614533
1824 1823.06 134 18 314768 316548 117.638 3.64044 0.620089
1825 1824.06 134 17 314641 351869 118.024 3.65845 0.626216
1826 1825.06 134 17 314519 388477 118.395 3.67944 0.632901
1827 1826.06 134 17 314408 425756 118.74 3.70326 0.640118
1828 1827.06 134 17 314310 462968 119.044 3.72974 0.647821
1829 1828.06 134 17 314230 499289 119.293 3.75867 0.65595
1830 1829.06 134 16 314171 533840 119.477 3.7898 0.664426
1831 1830.06 134 16 314135 565742 119.587 3.82284 0.673158
1832 1831.31 134 18 314128 600493 119.611 3.97396 0.684239
1833 1832.17 134 19 314140 620724 119.561 4.01042 0.691957
1834 1833.17 133 18 314182 639605 119.419 3.93419 0.70081
1835 1834.92 133 18 314300 659931 119.019 3.99941 0.715747
1836 1835.92 133 18 314389 664239 118.716 4.03704 0.7239
1837 1836.92 133 17 314490 663322 118.373 4.07455 0.731655
1838 1837.92 133 17 314597 657500 118.003 4.11187 0.738959
1839 1838.92 133 16 314708 647219 117.618 4.14899 0.745777
1840 1839.92 133 16 314819 633013 117.229 4.18603 0.752083
1841 1840.92 133 16 314928 615471 116.843 4.22318 0.757869
1842 1841.92 133 16 315033 595203 116.468 4.26077 0.763131
1843 1842.92 133 16 315132 572807 116.109 4.29923 0.767876
1844 1843.78 134 16 315208 552112 115.821 4.31005 0.771577
1845 1844.78 134 15 315299 527241 115.494 4.37533 0.775383
1846 1845.4 135 15 315340 511501 115.326 4.32249 0.777494
1847 1846.34 135 14 315407 487548 115.057 4.38228 0.780332
1848 1847.73 136 14 315510 452002 114.697 4.51777 0.783802
1849 1848.73 136 14 315568 426945 114.483 4.57657 0.785745
1850 1849.73 136 13 315619 402606 114.289 4.64302 0.787226
1851 1850.73 136 12 315664 379189 114.119 4.71896 0.78824
1852 1851.73 136 12 315703 356858 113.973 4.80656 0.788778
1853 1852.38 136 13 315721 342835 113.895 4.76857 0.788864
1854 1853.38 136 13 315755 322556 113.78 4.98445 0.788575
1855 1854.38 136 12 315780 303621 113.695 5.11664 0.787759
1856 1855.38 136 11 315800 286077 113.629 5.27211 0.786391
1857 1856.38 136 11 315816 269952 113.585 5.45529 0.784442
1858 1857.38 136 10 315829 255260 113.56 5.67113 0.781889
1859 1858.18 137 10 315835 244554 113.556 5.80444 0.779401
1860 1859.18 137 9 315841 232436 113.566 6.15883 0.775712
1861 1860.18 137 9 315843 221731 113.596 6.4948 0.771383
1862 1861.18 137 9 315841 212421 113.646 6.88273 0.766426
1863 1862.18 137 9 315837 204484 113.715 7.32448 0.760874
1864 1863.18 137 9 315829 197893 113.804 7.81763 0.754782
1865 1864.18 137 9 315819 192623 113.912 8.35322 0.748229
1866 1865.18 137 9 315805 188646 114.039 8.9134 0.741319
1867 1866.18 137 9 315789 185933 114.186 9.47021 0.734176
1868 1867.18 137 9 315770 184456 114.353 9.98688 0.726937
1869 1868.18 137 9 315748 184182 114.54 10.4229 0.719749
1870 1869.18 137 9 315724 185080 114.747 10.7423 0.712757
1871 1870.18 137 9 315697 187116 114.974 10.9228 0.706098
1872 1871.18 137 9 315668 190251 115.22 10.9616 0.699891
1873 1872.18 137 9 315638 194443 115.485 10.8743 0.694234
1874 1873.18 137 8 315605 199644 115.769 10.6897 0.689199
1875 1874.36 138 8 315565 207001 116.127 10.3923 0.684126
1876 1875.36 138 8 315529 214207 116.447 10.1077 0.680579
1877 1876.36 138 8 315493 222225 116.781 9.81886 0.677726
1878 1877.36 138 8 315456 230975 117.129 9.54239 0.675549
1879 1878.36 138 8 315419 240368 117.487 9.28836 0.674019
